fips,fips_char,cbsa13,cbsatype13,cbsaname,pop10,purchase2015,purchase2016,purchase2017,purchase2018,purchase2019,purchase2020,purchase2021,purchase2022,rolling_average,proportion1000
36049,36049,,Nonmetro,,27087,26,19,25,27,20,18,34,38,27.4,1.011555359
36051,36051,40380,Metro,"Rochester, NY (Metro)",65393,32,34,29,35,40,34,35,27,34.2,0.522991758
36053,36053,45060,Metro,"Syracuse, NY (Metro)",73442,32,45,47,52,45,48,46,37,45.6,0.620898124
36055,36055,40380,Metro,"Rochester, NY (Metro)",744344,300,332,325,322,317,322,269,243,294.6,0.395784745
36057,36057,11220,Micro,"Amsterdam, NY (Micro)",50219,22,23,19,24,30,29,34,38,31,0.617296242
36059,36059,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",1339532,223,246,241,217,189,179,241,200,205.2,0.15318783
36061,36061,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",1585873,2,3,1,3,6,5,9,4,5.4,0.003405065
36063,36063,15380,Metro,"Buffalo-Cheektowaga-Niagara Falls, NY (Met",216469,140,173,160,163,156,167,159,150,159,0.734516259
36065,36065,46540,Metro,"Utica-Rome, NY (Metro)",234878,106,141,143,121,151,141,134,144,138.2,0.588390569
36067,36067,45060,Metro,"Syracuse, NY (Metro)",467026,296,323,297,302,318,287,272,277,291.2,0.62351989
36069,36069,40380,Metro,"Rochester, NY (Metro)",107931,65,75,61,82,84,63,87,61,75.4,0.698594472
36071,36071,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",372813,242,233,273,270,249,243,271,239,254.4,0.682379638
36073,36073,40380,Metro,"Rochester, NY (Metro)",42883,31,20,31,23,20,20,24,27,22.8,0.53167922
36075,36075,45060,Metro,"Syracuse, NY (Metro)",122109,70,89,98,99,86,85,102,100,94.4,0.773079789
36077,36077,36580,Micro,"Oneonta, NY (Micro)",62259,24,15,35,13,28,21,27,19,21.6,0.346937792
36079,36079,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",99710,30,45,34,35,36,31,47,31,36,0.361047036
36081,36081,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",2230722,72,64,76,69,57,57,96,74,70.6,0.031648946
36083,36083,10580,Metro,"Albany-Schenectady-Troy, NY (Metro)",159429,82,86,102,99,85,62,79,89,82.8,0.519353443
36085,36085,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",468730,66,71,86,65,46,68,90,68,67.4,0.143792802
36087,36087,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",311687,54,55,66,65,62,65,72,42,61.2,0.196350826
36089,36089,36300,Micro,"Ogdensburg-Massena, NY (Micro)",111944,45,49,59,49,57,54,58,72,58,0.518116201
36091,36091,10580,Metro,"Albany-Schenectady-Troy, NY (Metro)",219607,237,234,254,250,196,197,237,204,216.8,0.987218076
36093,36093,10580,Metro,"Albany-Schenectady-Troy, NY (Metro)",154727,103,119,130,111,88,91,130,97,103.4,0.668273798
36095,36095,10580,Metro,"Albany-Schenectady-Troy, NY (Metro)",32749,19,19,22,16,19,23,31,20,21.8,0.665669181
36097,36097,,Nonmetro,,18343,13,5,8,6,7,6,9,8,7.2,0.392520307
36099,36099,42900,Micro,"Seneca Falls, NY (Micro)",35251,11,26,21,12,12,12,16,6,11.6,0.329068679
36101,36101,18500,Micro,"Corning, NY (Micro)",98990,48,56,72,60,62,58,72,61,62.6,0.63238711
36103,36103,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",1493350,361,446,540,492,471,433,501,414,462.2,0.309505474
36105,36105,,Nonmetro,,77547,19,25,27,29,31,41,32,24,31.4,0.404915729
36107,36107,13780,Metro,"Binghamton, NY (Metro)",51125,21,26,35,46,34,38,37,37,38.4,0.751100244
36109,36109,27060,Metro,"Ithaca, NY (Metro)",101564,18,17,19,20,24,26,17,21,21.6,0.212673782
36111,36111,28740,Metro,"Kingston, NY (Metro)",182493,56,52,57,64,53,58,58,55,57.6,0.315628545
36113,36113,24020,Metro,"Glens Falls, NY (Metro)",65707,30,58,65,60,49,46,52,48,51,0.77617301
36115,36115,24020,Metro,"Glens Falls, NY (Metro)",63216,42,55,51,46,35,52,44,34,42.2,0.667552518
36117,36117,40380,Metro,"Rochester, NY (Metro)",93772,49,50,73,64,70,71,47,54,61.2,0.652646846
36119,36119,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",949113,104,143,129,116,103,109,119,104,110.2,0.116108409
36121,36121,,Nonmetro,,42155,12,18,20,20,20,18,30,12,20,0.474439568
36123,36123,40380,Metro,"Rochester, NY (Metro)",25348,15,8,10,7,11,8,11,5,8.4,0.331387092
37001,37001,15500,Metro,"Burlington, NC (Metro)",151131,146,175,172,215,222,180,205,216,207.6,1.373642734
37003,37003,25860,Metro,"Hickory-Lenoir-Morganton, NC (Metro)",37198,23,20,27,19,34,34,39,39,33,0.88714447
37005,37005,,Nonmetro,,11155,5,1,9,9,9,16,12,10,11.2,1.004034065
37007,37007,,Nonmetro,,26948,3,4,11,13,14,6,15,12,12,0.445302063
37009,37009,,Nonmetro,,27281,18,23,19,24,25,21,24,16,22,0.806422052
37011,37011,,Nonmetro,,17797,4,4,6,9,13,15,12,9,11.6,0.651795246
37013,37013,47820,Micro,"Washington, NC (Micro)",47759,36,39,41,43,36,56,53,51,47.8,1.000858477
37015,37015,,Nonmetro,,21282,3,4,5,5,,5,11,8,5.8,0.272530777
37017,37017,,Nonmetro,,35190,12,10,21,14,26,36,33,30,27.8,0.789997158
37019,37019,34820,Metro,"Myrtle Beach-Conway-North Myrtle Beach, SC",107431,223,305,385,379,319,447,496,427,413.6,3.849912967
37021,37021,11700,Metro,"Asheville, NC (Metro)",238318,174,187,192,164,165,211,181,166,177.4,0.744383555
37023,37023,25860,Metro,"Hickory-Lenoir-Morganton, NC (Metro)",90912,50,37,56,58,94,80,93,84,81.8,0.899771207
37025,37025,16740,Metro,"Charlotte-Concord-Gastonia, NC-SC (Metro)",178011,258,289,352,343,315,429,348,245,336,1.887523805
37027,37027,25860,Metro,"Hickory-Lenoir-Morganton, NC (Metro)",83029,62,57,61,65,80,68,65,61,67.8,0.816582158
37029,37029,21020,Micro,"Elizabeth City, NC (Micro)",9980,48,82,76,88,98,92,107,115,100,10.02004008
37031,37031,33980,Micro,"Morehead City, NC (Micro)",66469,158,194,225,233,244,297,303,216,258.6,3.890535438
37033,37033,,Nonmetro,,23719,5,12,12,15,13,14,15,15,14.4,0.607108225
37035,37035,25860,Metro,"Hickory-Lenoir-Morganton, NC (Metro)",154358,114,140,162,158,187,184,186,209,184.8,1.19721686
37037,37037,20500,Metro,"Durham-Chapel Hill, NC (Metro)",63505,75,73,104,79,82,91,82,75,81.8,1.288087552
37039,37039,,Nonmetro,,27444,33,54,59,65,62,87,80,62,71.2,2.594373998
37041,37041,,Nonmetro,,14793,10,15,16,19,24,28,29,22,24.4,1.649428784
37043,37043,,Nonmetro,,10587,7,12,15,20,27,25,39,18,25.8,2.436950978
37045,37045,43140,Micro,"Shelby, NC (Micro)",98078,56,59,61,70,62,82,96,105,83,0.846265217
37047,37047,,Nonmetro,,58098,25,21,24,31,27,34,48,44,36.8,0.63341251
37049,37049,35100,Metro,"New Bern, NC (Metro)",103505,393,453,522,500,620,695,812,725,670.4,6.476981788
37051,37051,22180,Metro,"Fayetteville, NC (Metro)",319431,1614,1860,1955,2188,2415,3133,3460,3537,2946.6,9.224527363
37053,37053,47260,Metro,"Virginia Beach-Norfolk-Newport News, VA-NC",23547,160,172,154,205,225,291,359,272,270.4,11.48341615
37055,37055,28620,Micro,"Kill Devil Hills, NC (Micro)",33920,47,45,54,60,49,83,68,47,61.4,1.810141509
37057,37057,49180,Metro,"Winston-Salem, NC (Metro)",162878,118,137,216,193,193,200,231,241,211.6,1.299131866
37059,37059,49180,Metro,"Winston-Salem, NC (Metro)",41240,38,39,52,57,53,66,52,53,56.2,1.362754607
37061,37061,,Nonmetro,,58505,26,37,32,35,47,51,61,98,58.4,0.998205282
37063,37063,20500,Metro,"Durham-Chapel Hill, NC (Metro)",267587,248,253,294,248,265,270,212,191,237.2,0.886440672
37065,37065,40580,Metro,"Rocky Mount, NC (Metro)",56552,10,15,23,19,24,23,21,34,24.2,0.427924742
37067,37067,49180,Metro,"Winston-Salem, NC (Metro)",350670,255,357,446,448,424,449,440,340,420.2,1.198277583
37069,37069,39580,Metro,"Raleigh, NC (Metro)",60619,81,113,112,139,142,157,196,164,159.6,2.632837889
37071,37071,16740,Metro,"Charlotte-Concord-Gastonia, NC-SC (Metro)",206086,209,263,257,332,299,338,292,338,319.8,1.551779354
37073,37073,47260,Metro,"Virginia Beach-Norfolk-Newport News, VA-NC",12197,13,19,25,14,15,18,20,26,18.6,1.524965155
37075,37075,,Nonmetro,,8861,6,5,7,6,3,2,10,6,5.4,0.60941203
37077,37077,37080,Micro,"Oxford, NC (Micro)",59916,77,76,94,97,79,113,101,64,90.8,1.51545497
37079,37079,,Nonmetro,,21362,12,2,8,8,6,17,13,20,12.8,0.599194832
37081,37081,24660,Metro,"Greensboro-High Point, NC (Metro)",488406,351,439,469,444,513,544,533,450,496.8,1.017186521
37083,37083,40260,Micro,"Roanoke Rapids, NC (Micro)",54691,18,17,31,29,31,27,35,33,31,0.566820866
37085,37085,20380,Micro,"Dunn, NC (Micro)",114678,883,918,938,966,993,1115,1416,1293,1156.6,10.08563107
37087,37087,11700,Metro,"Asheville, NC (Metro)",59036,56,63,72,96,77,70,91,65,79.8,1.351717596
37089,37089,11700,Metro,"Asheville, NC (Metro)",106740,108,173,150,136,130,154,128,121,133.8,1.25351321
37091,37091,,Nonmetro,,24669,4,18,14,9,12,13,19,20,14.6,0.591835907
37093,37093,22180,Metro,"Fayetteville, NC (Metro)",46952,455,524,622,640,719,865,1016,964,840.8,17.90765037
37095,37095,,Nonmetro,,5810,1,3,1,2,1,,3,3,1.8,0.309810671
37097,37097,16740,Metro,"Charlotte-Concord-Gastonia, NC-SC (Metro)",159437,182,215,268,262,292,300,345,234,286.6,1.797575218
37099,37099,19000,Micro,"Cullowhee, NC (Micro)",40271,22,24,24,16,33,36,42,23,30,0.744952944
37101,37101,39580,Metro,"Raleigh, NC (Metro)",168878,459,473,587,584,670,706,717,597,654.8,3.877355251
37103,37103,35100,Metro,"New Bern, NC (Metro)",10153,15,18,13,23,20,30,32,27,26.4,2.600216685
37105,37105,41820,Micro,"Sanford, NC (Micro)",57866,131,153,160,160,152,192,236,196,187.2,3.235060312
37107,37107,28820,Micro,"Kinston, NC (Micro)",59495,23,35,37,51,44,48,69,90,60.4,1.015211362
37109,37109,16740,Metro,"Charlotte-Concord-Gastonia, NC-SC (Metro)",78265,89,101,137,124,108,132,175,165,140.8,1.799016163
37111,37111,32000,Micro,"Marion, NC (Micro)",44996,19,42,35,27,37,44,43,46,39.4,0.87563339
37113,37113,,Nonmetro,,33922,30,33,49,58,57,56,71,47,57.8,1.703908968
37115,37115,11700,Metro,"Asheville, NC (Metro)",20764,19,16,22,15,16,16,13,21,16.2,0.780196494
37117,37117,,Nonmetro,,24505,11,12,10,9,15,12,18,23,15.4,0.628443175
37119,37119,16740,Metro,"Charlotte-Concord-Gastonia, NC-SC (Metro)",919628,872,950,1007,991,925,1059,915,730,924,1.004754096
37121,37121,,Nonmetro,,15579,2,9,12,14,10,18,18,14,14.8,0.949996791
37123,37123,,Nonmetro,,27798,7,13,6,11,12,23,23,23,18.4,0.661918124
37125,37125,38240,Micro,"Pinehurst-Southern Pines, NC (Micro)",88247,584,707,832,853,905,1082,1190,929,991.8,11.23890897
37127,37127,40580,Metro,"Rocky Mount, NC (Metro)",95840,67,64,86,132,121,113,146,176,137.6,1.43572621
37129,37129,48900,Metro,"Wilmington, NC (Metro)",202667,308,357,394,396,399,408,421,320,388.8,1.918417897
37131,37131,40260,Micro,"Roanoke Rapids, NC (Micro)",22099,8,9,8,5,10,11,12,15,10.6,0.479659713
37133,37133,27340,Metro,"Jacksonville, NC (Metro)",177772,1754,1782,2081,2342,3207,3800,3882,3860,3418.2,19.22799991
37135,37135,20500,Metro,"Durham-Chapel Hill, NC (Metro)",133801,64,69,71,86,72,84,80,76,79.6,0.594913341
37137,37137,35100,Metro,"New Bern, NC (Metro)",13144,20,15,14,25,25,23,40,21,26.8,2.038953135
37139,37139,21020,Micro,"Elizabeth City, NC (Micro)",40661,121,142,129,171,169,179,224,270,202.6,4.982661518
37141,37141,48900,Metro,"Wilmington, NC (Metro)",52217,213,292,300,279,304,381,415,365,348.8,6.679816918
37143,37143,21020,Micro,"Elizabeth City, NC (Micro)",13453,17,26,21,32,27,49,63,53,44.8,3.330112243
37145,37145,20500,Metro,"Durham-Chapel Hill, NC (Metro)",39464,22,27,31,31,36,37,42,40,37.2,0.942631259
37147,37147,24780,Metro,"Greenville, NC (Metro)",168148,160,178,206,188,238,262,258,264,242,1.439208316
37149,37149,,Nonmetro,,20510,13,14,20,13,20,27,28,20,21.6,1.053144807
37151,37151,24660,Metro,"Greensboro-High Point, NC (Metro)",141752,79,97,142,124,149,160,172,135,148,1.04407698
37153,37153,40460,Micro,"Rockingham, NC (Micro)",46639,18,22,25,30,33,33,42,48,37.2,0.797615729
37155,37155,31300,Micro,"Lumberton, NC (Micro)",134168,38,62,44,71,83,117,134,136,108.2,0.806451613
37157,37157,24660,Metro,"Greensboro-High Point, NC (Metro)",93643,46,79,78,78,88,86,94,110,91.2,0.973911558
37159,37159,16740,Metro,"Charlotte-Concord-Gastonia, NC-SC (Metro)",138428,113,131,146,168,200,198,209,212,197.4,1.426012078
37161,37161,22580,Micro,"Forest City, NC (Micro)",67810,41,60,65,49,68,60,83,77,67.4,0.993953694
37163,37163,,Nonmetro,,63431,19,39,47,47,56,65,66,109,68.6,1.081490123
37165,37165,29900,Micro,"Laurinburg, NC (Micro)",36157,15,25,24,21,30,32,46,49,35.6,0.984594961
37167,37167,10620,Micro,"Albemarle, NC (Micro)",60585,35,57,49,72,85,78,85,88,81.6,1.346868037
37169,37169,49180,Metro,"Winston-Salem, NC (Metro)",47401,36,28,33,44,43,50,50,46,46.6,0.983101622
37171,37171,34340,Micro,"Mount Airy, NC (Micro)",73673,32,26,40,26,50,50,54,56,47.2,0.640668902
37173,37173,,Nonmetro,,13981,3,1,6,8,9,11,8,8,8.8,0.629425649
37175,37175,14820,Micro,"Brevard, NC (Micro)",33090,29,34,25,20,29,22,36,12,23.8,0.719250529
37177,37177,28620,Micro,"Kill Devil Hills, NC (Micro)",4407,0,1,1,4,3,2,3,2,2.8,0.635352848
37179,37179,16740,Metro,"Charlotte-Concord-Gastonia, NC-SC (Metro)",201292,252,289,325,321,324,355,317,276,318.6,1.582775272
37181,37181,25780,Micro,"Henderson, NC (Micro)",45422,15,13,26,30,21,18,24,33,25.2,0.554797235
37183,37183,39580,Metro,"Raleigh, NC (Metro)",900993,1187,1331,1323,1332,1258,1565,1281,990,1285.2,1.426426176
37185,37185,,Nonmetro,,20972,8,4,12,12,12,10,11,21,13.2,0.629410643
37187,37187,,Nonmetro,,13228,3,7,5,6,3,8,8,6,6.2,0.468702752
37189,37189,14380,Micro,"Boone, NC (Micro)",51079,13,40,36,41,37,32,26,21,31.4,0.614734039
37191,37191,24140,Metro,"Goldsboro, NC (Metro)",122623,319,325,415,456,468,543,609,568,528.8,4.312404688
37193,37193,35900,Micro,"North Wilkesboro, NC (Micro)",69340,16,33,39,36,52,36,41,42,41.4,0.597057975
37195,37195,48980,Micro,"Wilson, NC (Micro)",81234,53,58,77,74,89,87,89,85,84.8,1.043897875
37197,37197,49180,Metro,"Winston-Salem, NC (Metro)",38406,18,13,25,23,20,18,34,30,25,0.650939957
37199,37199,,Nonmetro,,17818,2,13,20,18,14,15,26,20,18.6,1.043888203
38001,38001,,Nonmetro,,2343,0,0,1,1,1,,2,1,1,0.426803244
38003,38003,,Nonmetro,,11066,9,5,6,11,11,7,5,8,8.4,0.759081872
38005,38005,,Nonmetro,,6660,0,1,,0,2,2,2,1,1.4,0.21021021
38007,38007,,Nonmetro,,783,2,1,2,,,,,1,0.2,0.255427842
38009,38009,,Nonmetro,,6429,10,11,8,12,9,6,10,13,10,1.555451859
38011,38011,,Nonmetro,,3151,3,0,0,1,1,1,1,4,1.6,0.507775309
38013,38013,,Nonmetro,,1968,1,2,2,1,1,1,6,,1.8,0.914634146
38015,38015,13900,Metro,"Bismarck, ND (Metro)",81308,139,117,118,118,79,117,135,115,112.8,1.387317361
38017,38017,22020,Metro,"Fargo, ND-MN (Metro)",149778,187,194,243,221,206,213,230,225,219,1.462164003
38019,38019,,Nonmetro,,3993,3,1,3,1,1,2,1,2,1.4,0.350613574
38021,38021,,Nonmetro,,5289,1,3,2,9,2,2,2,2,3.4,0.642843638
38023,38023,,Nonmetro,,2071,2,0,2,1,1,1,3,,1.2,0.579430227
38025,38025,,Nonmetro,,3536,4,2,5,3,2,1,2,5,2.6,0.735294118
38027,38027,,Nonmetro,,2385,,1,3,0,,1,4,1,1.2,0.503144654
38029,38029,,Nonmetro,,3550,1,2,1,0,2,1,,1,0.8,0.225352113
38031,38031,,Nonmetro,,3343,2,3,0,1,1,3,1,3,1.8,0.538438528
38033,38033,,Nonmetro,,1680,4,1,1,0,1,,2,1,0.8,0.476190476
38035,38035,24220,Metro,"Grand Forks, ND-MN (Metro)",66861,106,110,117,107,105,124,157,134,125.4,1.875532822
38037,38037,,Nonmetro,,2394,2,2,2,,,,3,2,1,0.417710944
38039,38039,,Nonmetro,,2420,2,1,1,,1,1,2,1,1,0.41322314
38041,38041,,Nonmetro,,2477,3,0,1,0,2,1,1,3,1.4,0.565199839
38043,38043,,Nonmetro,,2435,2,2,2,2,2,1,2,1,1.6,0.657084189
38045,38045,,Nonmetro,,4139,2,1,1,2,1,,2,3,1.6,0.386566804
38047,38047,,Nonmetro,,1990,,0,,,,,2,1,0.6,0.301507538
38049,38049,33500,Micro,"Minot, ND (Micro)",5395,8,3,5,6,10,5,7,4,6.4,1.186283596
38051,38051,,Nonmetro,,2809,,,1,1,1,,2,,0.8,0.284798861
38053,38053,,Nonmetro,,6360,29,12,15,20,21,22,17,17,19.4,3.050314465
38055,38055,,Nonmetro,,8962,5,5,14,0,1,7,5,7,4,0.446328944
38057,38057,,Nonmetro,,8424,6,2,9,4,6,2,11,9,6.4,0.759734093
38059,38059,13900,Metro,"Bismarck, ND (Metro)",27471,60,40,43,42,28,37,51,34,38.4,1.39783772
38061,38061,,Nonmetro,,7673,6,5,6,5,5,2,5,5,4.4,0.573439333
38063,38063,,Nonmetro,,3126,2,2,1,0,1,3,1,1,1.2,0.383877159
38065,38065,13900,Metro,"Bismarck, ND (Metro)",1846,,0,0,3,1,1,1,2,1.6,0.866738895
38067,38067,,Nonmetro,,7413,6,6,5,,4,6,7,10,5.4,0.72845002
38069,38069,,Nonmetro,,4357,3,3,5,2,2,4,2,,2,0.459031444
38071,38071,,Nonmetro,,11451,14,5,8,9,12,10,11,8,10,0.873286176
38073,38073,,Nonmetro,,5457,1,5,0,4,2,3,6,3,3.6,0.659703134
38075,38075,33500,Micro,"Minot, ND (Micro)",2470,8,11,6,7,5,13,6,13,8.8,3.562753036
38077,38077,47420,Micro,"Wahpeton, ND-MN (Micro)",16321,8,8,10,16,9,6,17,13,12.2,0.747503217
38079,38079,,Nonmetro,,13937,2,1,1,2,2,,2,1,1.4,0.100452034
38081,38081,,Nonmetro,,3829,1,10,2,3,2,,,3,1.6,0.417863672
38083,38083,,Nonmetro,,1321,1,1,0,2,,,1,,0.6,0.454201363
38085,38085,13900,Metro,"Bismarck, ND (Metro)",4153,,0,0,0,,,1,1,0.4,0.096315916
38087,38087,,Nonmetro,,727,,,,,,,,,0,0
38089,38089,19860,Micro,"Dickinson, ND (Micro)",24199,63,37,45,42,36,44,43,41,41.2,1.702549692
38091,38091,,Nonmetro,,1975,0,3,1,1,1,2,,4,1.6,0.810126582
38093,38093,27420,Micro,"Jamestown, ND (Micro)",21100,9,16,12,14,7,9,9,4,8.6,0.407582938
38095,38095,,Nonmetro,,2246,0,2,1,0,,3,1,2,1.2,0.53428317
38097,38097,,Nonmetro,,8121,8,11,12,11,7,10,14,9,10.2,1.256002955
38099,38099,,Nonmetro,,11119,5,2,4,3,6,10,5,3,5.4,0.485655185
38101,38101,33500,Micro,"Minot, ND (Micro)",61675,277,223,207,219,208,242,382,347,279.6,4.533441427
38103,38103,,Nonmetro,,4207,1,2,2,0,1,1,1,2,1,0.237699073
38105,38105,48780,Micro,"Williston, ND (Micro)",22398,57,35,42,61,65,72,46,48,58.4,2.607375659
39001,39001,,Nonmetro,,28550,4,17,5,18,13,13,16,24,16.8,0.588441331
39003,39003,30620,Metro,"Lima, OH (Metro)",106331,67,61,83,76,78,75,74,88,78.2,0.735439336
39005,39005,11740,Micro,"Ashland, OH (Micro)",53139,39,38,49,49,36,42,45,55,45.4,0.854363085
39007,39007,11780,Micro,"Ashtabula, OH (Micro)",101497,70,72,84,96,82,90,82,95,89,0.876873208
39009,39009,11900,Micro,"Athens, OH (Micro)",64757,19,17,24,22,31,36,25,31,29,0.447828034
39011,39011,47540,Micro,"Wapakoneta, OH (Micro)",45949,35,28,32,27,31,33,33,40,32.8,0.713834904
39013,39013,48540,Metro,"Wheeling, WV-OH (Metro)",70400,26,35,29,36,32,36,40,55,39.8,0.565340909
39015,39015,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",44846,35,39,35,44,46,59,38,66,50.6,1.128305757
39017,39017,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",368130,327,362,377,353,385,385,338,330,358.2,0.973025833
39019,39019,15940,Metro,"Canton-Massillon, OH (Metro)",28836,15,13,15,21,22,23,23,14,20.6,0.714384797
39021,39021,46500,Micro,"Urbana, OH (Micro)",40097,53,43,31,46,40,39,49,43,43.4,1.08237524
39023,39023,44220,Metro,"Springfield, OH (Metro)",138333,130,153,160,159,181,198,169,191,179.6,1.298316381
39025,39025,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",197363,181,201,278,251,265,278,222,250,253.2,1.282915237
39027,39027,48940,Micro,"Wilmington, OH (Micro)",42040,46,57,36,40,58,64,54,62,55.6,1.322549952
39029,39029,41400,Micro,"Salem, OH (Micro)",107841,52,58,93,71,100,83,76,80,82,0.760378706
39031,39031,18740,Micro,"Coshocton, OH (Micro)",36901,14,15,19,18,24,32,38,25,27.4,0.742527303
39033,39033,15340,Micro,"Bucyrus, OH (Micro)",43784,27,16,24,30,27,28,41,49,35,0.799378768
39035,39035,17460,Metro,"Cleveland-Elyria, OH (Metro)",1280122,451,634,657,655,606,641,670,651,644.6,0.503545756
39037,39037,24820,Micro,"Greenville, OH (Micro)",52959,22,36,30,29,35,34,34,30,32.4,0.611794029
39039,39039,19580,Micro,"Defiance, OH (Micro)",39037,20,33,20,23,28,35,21,24,26.2,0.671158132
39041,39041,18140,Metro,"Columbus, OH (Metro)",174214,196,230,243,208,245,212,196,191,210.4,1.207710058
39043,39043,41780,Micro,"Sandusky, OH (Micro)",77079,48,55,64,53,63,48,64,69,59.4,0.770637917
39045,39045,18140,Metro,"Columbus, OH (Metro)",146156,237,258,237,248,251,269,230,233,246.2,1.684501492
39047,39047,47920,Micro,"Washington Court House, OH (Micro)",29030,25,17,26,28,23,26,34,39,30,1.03341371
39049,39049,18140,Metro,"Columbus, OH (Metro)",1163414,903,1019,1037,975,978,914,874,752,898.6,0.772381972
39051,39051,45780,Metro,"Toledo, OH (Metro)",42698,32,43,30,31,36,24,45,31,33.4,0.782238044
39053,39053,38580,Micro,"Point Pleasant, WV-OH (Micro)",30934,9,8,15,14,13,27,18,19,18.2,0.588349389
39055,39055,17460,Metro,"Cleveland-Elyria, OH (Metro)",93389,41,43,62,55,53,68,71,64,62.2,0.666031331
39057,39057,19380,Metro,"Dayton, OH (Metro)",161573,455,490,530,546,569,592,589,562,571.6,3.537719792
39059,39059,15740,Micro,"Cambridge, OH (Micro)",40087,20,20,24,31,26,32,34,35,31.6,0.788285479
39061,39061,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",802374,358,412,475,479,475,439,410,487,458,0.570806133
39063,39063,22300,Micro,"Findlay, OH (Micro)",74782,57,61,79,76,79,76,72,81,76.8,1.026985103
39065,39065,,Nonmetro,,32058,16,23,19,21,17,21,22,30,22.2,0.692494853
39067,39067,,Nonmetro,,15864,4,7,5,7,4,6,10,7,6.8,0.428643469
39069,39069,,Nonmetro,,28215,9,8,10,13,11,9,17,11,12.2,0.432394117
39071,39071,,Nonmetro,,43589,27,37,40,40,46,42,59,53,48,1.101195256
39073,39073,18140,Metro,"Columbus, OH (Metro)",29380,22,29,28,24,20,23,23,24,22.8,0.776038121
39075,39075,,Nonmetro,,42366,2,8,5,10,4,9,5,3,6.2,0.146343766
39077,39077,35940,Micro,"Norwalk, OH (Micro)",59626,36,45,42,44,42,50,49,45,46,0.771475531
39079,39079,27160,Micro,"Jackson, OH (Micro)",33225,17,14,29,35,24,24,32,25,28,0.842738901
39081,39081,48260,Metro,"Weirton-Steubenville, WV-OH (Metro)",69709,24,25,34,32,33,38,45,44,38.4,0.550861438
39083,39083,34540,Micro,"Mount Vernon, OH (Micro)",60921,52,53,73,71,62,78,50,70,66.2,1.086653207
39085,39085,17460,Metro,"Cleveland-Elyria, OH (Metro)",230041,153,184,181,216,234,204,257,230,228.2,0.991997079
39087,39087,26580,Metro,"Huntington-Ashland, WV-KY-OH (Metro)",62450,33,41,37,49,37,45,47,53,46.2,0.739791833
39089,39089,18140,Metro,"Columbus, OH (Metro)",166492,243,239,270,233,258,243,248,242,244.8,1.470340917
39091,39091,13340,Micro,"Bellefontaine, OH (Micro)",45858,35,40,36,57,41,32,38,45,42.6,0.928954599
39093,39093,17460,Metro,"Cleveland-Elyria, OH (Metro)",301356,247,269,317,283,324,354,354,345,332,1.101687041
39095,39095,45780,Metro,"Toledo, OH (Metro)",441815,271,290,293,281,307,321,280,301,298,0.674490454
39097,39097,18140,Metro,"Columbus, OH (Metro)",43435,36,53,42,53,41,53,45,48,48,1.105099574
39099,39099,49660,Metro,"Youngstown-Warren-Boardman, OH-PA (Metro)",238823,122,126,154,147,159,158,181,174,163.8,0.685863589
39101,39101,32020,Micro,"Marion, OH (Micro)",66501,41,48,53,58,56,56,61,66,59.4,0.893219651
39103,39103,17460,Metro,"Cleveland-Elyria, OH (Metro)",172332,172,192,207,190,210,186,166,151,180.6,1.04797716
39105,39105,,Nonmetro,,23770,11,7,13,5,17,8,11,15,11.2,0.471182162
39107,39107,16380,Micro,"Celina, OH (Micro)",40814,14,13,13,17,24,12,21,22,19.2,0.470426814
39109,39109,19380,Metro,"Dayton, OH (Metro)",102506,157,156,168,189,206,218,214,215,208.4,2.033051724
39111,39111,,Nonmetro,,14642,4,4,9,5,3,5,6,6,5,0.341483404
39113,39113,19380,Metro,"Dayton, OH (Metro)",535153,710,727,871,890,954,914,966,934,931.6,1.740810572
39115,39115,,Nonmetro,,15054,4,10,4,8,8,8,10,10,8.8,0.584562243
39117,39117,18140,Metro,"Columbus, OH (Metro)",34827,31,40,36,34,24,34,34,37,32.6,0.936055359
