fips,fips_char,cbsa13,cbsatype13,cbsaname,pop10,purchase2015,purchase2016,purchase2017,purchase2018,purchase2019,purchase2020,purchase2021,purchase2022,rolling_average,proportion1000
29185,29185,,Nonmetro,,9805,5,11,6,5,4,6,11,10,7.2,0.734319225
29186,29186,,Nonmetro,,18145,6,20,15,15,9,13,20,13,14,0.771562414
29187,29187,22100,Micro,"Farmington, MO (Micro)",65359,38,53,69,87,89,97,103,96,94.4,1.444330544
29189,29189,82360,Metro,"St. Louis, MO-IL (Metro)",998954,571,665,728,747,681,683,695,687,698.6,0.699331501
29195,29195,32180,Micro,"Marshall, MO (Micro)",23370,15,16,14,12,16,29,21,20,19.6,0.838682071
29197,29197,28860,Micro,"Kirksville, MO (Micro)",4431,1,1,2,0,3,1,1,3,1.6,0.361092304
29199,29199,,Nonmetro,,4843,0,,2,3,1,1,1,3,1.8,0.371670452
29201,29201,43460,Micro,"Sikeston, MO (Micro)",39191,10,23,26,36,31,40,35,35,35.4,0.903268608
29203,29203,,Nonmetro,,8441,4,2,7,9,7,3,7,3,5.8,0.687122379
29205,29205,,Nonmetro,,6373,3,2,2,5,4,5,2,4,4,0.62764789
29207,29207,,Nonmetro,,29968,21,21,27,17,21,19,18,41,23.2,0.774159103
29209,29209,14700,Micro,"Branson, MO (Micro)",32202,38,43,51,65,47,51,65,41,53.8,1.670703683
29211,29211,,Nonmetro,,6714,1,1,0,2,,1,1,4,1.6,0.238308013
29213,29213,14700,Micro,"Branson, MO (Micro)",51675,72,68,89,68,83,82,100,83,83.2,1.610062893
29215,29215,,Nonmetro,,26008,42,32,36,32,41,53,62,40,45.6,1.753306675
29217,29217,,Nonmetro,,21159,11,17,14,12,15,22,21,27,19.4,0.916867527
29219,29219,41180,Metro,"St. Louis, MO-IL (Metro)",32513,31,62,60,48,49,70,79,58,60.8,1.870021222
29221,29221,,Nonmetro,,25195,16,16,23,17,16,19,16,30,19.6,0.777932129
29223,29223,,Nonmetro,,13521,7,7,7,7,8,11,14,11,10.2,0.754382072
29225,29225,44180,Metro,"Springfield, MO (Metro)",36202,40,44,67,58,56,61,71,77,64.6,1.784431799
29227,29227,,Nonmetro,,2171,,,,,,1,,1,0.4,0.184246891
29229,29229,,Nonmetro,,18815,14,21,15,16,21,21,31,25,22.8,1.211799096
29510,29510,41180,Metro,"St. Louis, MO-IL (Metro)",319294,111,122,141,129,112,148,171,165,145,0.454126918
30001,30001,,Nonmetro,,9246,6,10,6,15,13,5,8,8,9.8,1.059917802
30003,30003,,Nonmetro,,12865,4,6,2,4,4,2,4,13,5.4,0.41974349
30005,30005,,Nonmetro,,6491,2,2,4,1,1,,2,2,1.2,0.18487136
30007,30007,,Nonmetro,,5612,23,19,19,23,14,29,30,22,23.6,4.205274412
30009,30009,13740,Metro,"Billings, MT (Metro)",10078,12,10,14,10,17,14,23,18,16.4,1.627307005
30011,30011,,Nonmetro,,1160,,,,0,,,1,,0.2,0.172413793
30013,30013,24500,Metro,"Great Falls, MT (Metro)",81327,306,287,343,317,327,408,433,328,362.6,4.458543903
30015,30015,,Nonmetro,,5813,5,5,2,6,5,4,5,1,4.2,0.722518493
30017,30017,,Nonmetro,,11699,9,15,13,11,12,12,15,11,12.2,1.042824173
30019,30019,,Nonmetro,,1751,2,2,0,1,2,1,2,1,1.4,0.799543118
30021,30021,,Nonmetro,,8966,18,8,11,5,12,8,25,12,12.4,1.383002454
30023,30023,,Nonmetro,,9298,8,11,13,11,17,8,15,10,12.2,1.312110131
30025,30025,,Nonmetro,,2890,1,0,0,2,2,2,2,2,2,0.692041522
30027,30027,,Nonmetro,,11586,14,15,12,17,9,7,13,15,12.2,1.052994994
30029,30029,28060,Micro,"Kalispell, MT (Micro)",90928,167,164,146,194,172,203,186,146,180.2,1.981787788
30031,30031,14580,Micro,"Bozeman, MT (Micro)",89513,113,134,117,149,101,140,121,96,121.4,1.356227587
30033,30033,,Nonmetro,,1206,,,,,,,,1,0.2,0.165837479
30035,30035,,Nonmetro,,13399,4,11,1,8,6,6,9,8,7.4,0.552280021
30037,30037,13740,Metro,"Billings, MT (Metro)",884,,0,2,2,,,1,3,1.2,1.357466063
30039,30039,,Nonmetro,,3079,2,2,4,4,3,3,2,2,2.8,0.909386164
30041,30041,,Nonmetro,,16096,17,23,21,30,22,18,24,21,23,1.428926441
30043,30043,25740,Micro,"Helena, MT (Micro)",11406,30,34,28,37,33,34,35,29,33.6,2.945817991
30045,30045,,Nonmetro,,2072,2,2,3,2,6,2,1,5,3.2,1.544401544
30047,30047,,Nonmetro,,28746,32,41,31,33,30,53,53,23,38.4,1.33583803
30049,30049,25740,Micro,"Helena, MT (Micro)",63395,167,168,179,165,160,190,202,163,176,2.776244183
30051,30051,,Nonmetro,,2339,0,,2,2,1,,2,,1,0.427533134
30053,30053,,Nonmetro,,19687,23,38,34,44,45,49,74,49,52.2,2.651495911
30055,30055,,Nonmetro,,1734,1,,1,,,2,,,0.4,0.230680507
30057,30057,,Nonmetro,,7691,7,5,7,6,11,7,17,11,10.4,1.352229879
30059,30059,,Nonmetro,,1891,1,2,0,2,3,,4,1,2,1.05764146
30061,30061,,Nonmetro,,4223,4,12,3,6,13,20,15,7,12.2,2.888941511
30063,30063,33540,Metro,"Missoula, MT (Metro)",109299,139,145,127,128,127,143,106,75,115.8,1.059479044
30065,30065,,Nonmetro,,4538,4,13,6,7,10,14,14,14,11.8,2.600264434
30067,30067,,Nonmetro,,15636,16,24,27,14,10,29,15,20,17.6,1.125607572
30069,30069,,Nonmetro,,494,,,,,,1,,2,0.6,1.214574899
30071,30071,,Nonmetro,,4253,7,3,7,3,8,2,5,4,4.4,1.034563837
30073,30073,,Nonmetro,,6153,4,2,2,3,2,9,8,7,5.8,0.942629612
30075,30075,,Nonmetro,,1743,0,,,,,,1,,0.2,0.114744693
30077,30077,,Nonmetro,,7027,9,6,8,12,9,7,6,7,8.2,1.166927565
30079,30079,,Nonmetro,,1179,1,0,3,0,2,2,2,2,1.6,1.357082273
30081,30081,,Nonmetro,,40212,77,81,81,89,81,104,87,73,86.8,2.158559634
30083,30083,,Nonmetro,,9746,9,7,7,9,6,9,3,11,7.6,0.7798071
30085,30085,,Nonmetro,,10425,5,4,5,4,6,10,5,7,6.4,0.613908873
30087,30087,,Nonmetro,,9233,8,3,9,7,9,5,10,8,7.8,0.844795841
30089,30089,,Nonmetro,,11413,16,19,26,17,25,24,15,16,19.4,1.699815999
30091,30091,,Nonmetro,,3384,3,3,2,1,,5,1,7,2.8,0.827423168
30093,30093,15580,Micro,"Butte-Silver Bow, MT (Micro)",34200,42,41,39,54,45,36,67,52,50.8,1.485380117
30095,30095,,Nonmetro,,9117,11,16,19,14,17,18,15,19,16.6,1.820774378
30097,30097,,Nonmetro,,3651,6,8,6,6,5,3,4,5,4.6,1.259928787
30099,30099,,Nonmetro,,6073,7,5,7,5,9,9,15,7,9,1.481969373
30101,30101,,Nonmetro,,5324,9,3,6,8,4,9,9,9,7.8,1.465063862
30103,30103,,Nonmetro,,718,0,1,1,,,1,1,,0.4,0.557103064
30105,30105,,Nonmetro,,7369,5,9,5,7,8,4,7,7,6.6,0.895643914
30107,30107,,Nonmetro,,2168,2,0,1,3,,2,3,2,2,0.922509225
30109,30109,,Nonmetro,,1017,0,,1,0,1,,,,0.2,0.196656834
30111,30111,13740,Metro,"Billings, MT (Metro)",147972,281,239,260,241,286,292,298,284,280.2,1.893601492
31001,31001,25580,Micro,"Hastings, NE (Micro)",31364,29,22,31,14,35,30,36,23,27.6,0.879989797
31003,31003,,Nonmetro,,6685,3,0,2,3,1,3,2,2,2.2,0.329094989
31005,31005,,Nonmetro,,460,,0,,,,,,,0,0
31007,31007,42420,Micro,"Scottsbluff, NE (Micro)",690,,1,,,,,,,0,0
31009,31009,,Nonmetro,,478,,1,,,,,,,0,0
31011,31011,,Nonmetro,,5505,1,0,,4,1,4,,1,2,0.363306085
31013,31013,,Nonmetro,,11308,17,8,9,9,20,12,12,9,12.4,1.096568801
31015,31015,,Nonmetro,,2099,,,1,0,,,2,,0.4,0.190566937
31017,31017,,Nonmetro,,3145,1,1,1,1,2,4,1,1,1.8,0.572337043
31019,31019,28260,Micro,"Kearney, NE (Micro)",46102,22,41,33,39,33,50,38,30,38,0.824259251
31021,31021,,Nonmetro,,6858,9,10,8,3,5,4,4,6,4.4,0.641586468
31023,31023,,Nonmetro,,8395,4,9,5,3,6,4,4,6,4.6,0.547945205
31025,31025,36540,Metro,"Omaha-Council Bluffs, NE-IA (Metro)",25241,73,67,70,66,72,81,74,70,72.6,2.876272731
31027,31027,,Nonmetro,,8852,2,6,6,1,2,2,1,5,2.2,0.248531405
31029,31029,,Nonmetro,,3966,,2,2,3,2,2,4,1,2.4,0.605143722
31031,31031,,Nonmetro,,5713,1,1,5,1,1,3,5,4,2.8,0.490110275
31033,31033,,Nonmetro,,9998,9,10,13,17,23,7,8,10,13,1.300260052
31035,31035,,Nonmetro,,6542,3,4,3,1,3,3,1,4,2.4,0.366860287
31037,31037,,Nonmetro,,10515,2,2,2,2,4,,2,1,1.8,0.171184023
31039,31039,,Nonmetro,,9139,3,2,2,5,3,3,3,5,3.8,0.415800416
31041,31041,,Nonmetro,,10939,3,4,2,6,9,7,6,7,7,0.639912241
31043,31043,43580,Metro,"Sioux City, IA-NE-SD (Metro)",21006,5,6,2,8,7,7,5,3,6,0.285632676
31045,31045,,Nonmetro,,9182,7,5,4,7,6,7,5,3,5.6,0.609888913
31047,31047,30420,Micro,"Lexington, NE (Micro)",24326,13,16,7,14,6,16,16,17,13.8,0.567294253
31049,31049,,Nonmetro,,1941,3,1,0,3,2,2,,2,1.8,0.927357032
31051,31051,43580,Metro,"Sioux City, IA-NE-SD (Metro)",6000,1,1,7,4,2,,3,,1.8,0.3
31053,31053,23340,Micro,"Fremont, NE (Micro)",36691,26,29,35,36,34,35,30,40,35,0.953912404
31055,31055,36540,Metro,"Omaha-Council Bluffs, NE-IA (Metro)",517110,632,708,742,673,671,776,720,716,711.2,1.375336002
31057,31057,,Nonmetro,,2008,1,1,1,,1,,,,0.2,0.099601594
31059,31059,,Nonmetro,,5890,2,3,1,1,4,4,6,2,3.4,0.577249576
31061,31061,,Nonmetro,,3225,,0,3,1,2,,2,3,1.6,0.496124031
31063,31063,,Nonmetro,,2756,0,2,1,2,,3,,2,1.4,0.507982583
31065,31065,,Nonmetro,,4959,3,1,1,,3,1,4,7,3,0.604960678
31067,31067,13100,Micro,"Beatrice, NE (Micro)",22311,22,12,27,19,23,32,26,27,25.4,1.138451885
31069,31069,,Nonmetro,,2057,2,1,1,1,,1,1,,0.6,0.291686923
31071,31071,,Nonmetro,,2049,0,,,1,1,1,2,,1,0.488042948
31073,31073,30420,Micro,"Lexington, NE (Micro)",2044,2,1,1,2,,2,1,,1,0.489236791
31077,31077,,Nonmetro,,2538,,1,0,1,,1,2,,0.8,0.315208826
31079,31079,24260,Metro,"Grand Island, NE (Metro)",58607,43,49,50,39,38,39,35,50,40.2,0.68592489
31081,31081,24260,Metro,"Grand Island, NE (Metro)",9124,11,9,10,12,6,10,12,15,11,1.205611574
31083,31083,,Nonmetro,,3423,3,,2,2,3,2,2,,1.8,0.525854514
31085,31085,,Nonmetro,,967,0,,,,,,,1,0.2,0.206825233
31087,31087,,Nonmetro,,2908,2,3,,,,3,2,2,1.4,0.481430536
31089,31089,,Nonmetro,,10435,2,3,2,7,3,4,2,3,3.8,0.36415908
31091,31091,,Nonmetro,,736,,,1,1,,,,,0.2,0.27173913
31093,31093,24260,Metro,"Grand Island, NE (Metro)",6274,3,6,0,1,6,6,3,10,5.2,0.828817341
31095,31095,,Nonmetro,,7547,2,2,1,3,3,4,4,5,3.8,0.503511329
31097,31097,,Nonmetro,,5217,4,1,0,4,,2,2,3,2.2,0.421698294
31099,31099,28260,Micro,"Kearney, NE (Micro)",6489,7,4,8,3,6,4,5,1,3.8,0.585606411
31101,31101,,Nonmetro,,8368,7,11,5,7,7,5,5,5,5.8,0.693116635
31103,31103,,Nonmetro,,824,,,,,,1,,,0.2,0.242718447
31105,31105,,Nonmetro,,3821,1,0,5,5,1,7,3,15,6.2,1.622611882
31107,31107,,Nonmetro,,8701,5,1,1,4,3,5,2,3,3.4,0.390759683
31109,31109,30700,Metro,"Lincoln, NE (Metro)",285407,354,333,334,320,302,361,325,355,332.6,1.165353338
31111,31111,35820,Micro,"North Platte, NE (Micro)",36288,43,38,38,44,47,37,33,35,39.2,1.080246914
31113,31113,35820,Micro,"North Platte, NE (Micro)",763,0,,0,2,1,,,2,1,1.31061599
31115,31115,,Nonmetro,,632,,,,,,,,1,0.2,0.316455696
31117,31117,35820,Micro,"North Platte, NE (Micro)",539,,,,,,,,,0,0
31119,31119,35740,Micro,"Norfolk, NE (Micro)",34876,19,26,32,18,21,19,31,21,22,0.630806285
31121,31121,24260,Metro,"Grand Island, NE (Metro)",7845,4,10,10,10,12,8,10,9,9.8,1.249203314
31123,31123,,Nonmetro,,5042,3,2,2,1,2,1,,,0.8,0.158667196
31125,31125,,Nonmetro,,3735,1,2,1,2,1,,3,2,1.6,0.428380187
31127,31127,,Nonmetro,,7248,8,3,3,12,6,12,7,7,8.8,1.214128035
31129,31129,,Nonmetro,,4500,3,2,0,3,2,1,3,3,2.4,0.533333333
31131,31131,,Nonmetro,,15740,18,22,17,18,18,14,27,20,19.4,1.23252859
31133,31133,,Nonmetro,,2773,,,,,,1,1,1,0.6,0.21637216
31135,31135,,Nonmetro,,2970,0,1,0,2,,,5,3,2,0.673400673
31137,31137,,Nonmetro,,9188,7,4,6,5,7,3,8,6,5.8,0.631258163
31139,31139,35740,Micro,"Norfolk, NE (Micro)",7266,3,2,4,4,3,9,4,4,4.8,0.660611065
31141,31141,18100,Micro,"Columbus, NE (Micro)",32237,15,16,12,14,19,15,15,11,14.8,0.459099792
31143,31143,,Nonmetro,,5406,2,6,1,4,2,6,4,2,3.6,0.665926748
31145,31145,,Nonmetro,,11055,7,6,8,16,13,10,17,8,12.8,1.157847128
31147,31147,,Nonmetro,,8363,2,2,3,6,1,10,6,3,5.2,0.62178644
31149,31149,,Nonmetro,,1526,1,,1,,,,1,1,0.4,0.262123198
31151,31151,,Nonmetro,,14200,7,5,6,5,6,8,9,13,8.2,0.577464789
31153,31153,36540,Metro,"Omaha-Council Bluffs, NE-IA (Metro)",158840,841,958,948,870,907,915,829,850,874.2,5.503651473
31155,31155,36540,Metro,"Omaha-Council Bluffs, NE-IA (Metro)",20780,19,8,27,23,21,32,30,25,26.2,1.260827719
31157,31157,42420,Micro,"Scottsbluff, NE (Micro)",36970,27,43,35,35,36,32,46,28,35.4,0.957533135
31159,31159,30700,Metro,"Lincoln, NE (Metro)",16750,20,22,15,10,14,25,16,21,17.2,1.026865672
31161,31161,,Nonmetro,,5469,6,5,1,5,2,7,5,6,5,0.91424392
31163,31163,,Nonmetro,,3152,,1,1,1,,2,,2,1,0.317258883
31165,31165,42420,Micro,"Scottsbluff, NE (Micro)",1311,,,,1,,,,,0.2,0.152555301
31167,31167,35740,Micro,"Norfolk, NE (Micro)",6129,2,4,5,4,3,4,3,6,4,0.652635014
31169,31169,,Nonmetro,,5228,1,2,2,2,1,2,3,2,2,0.382555471
31171,31171,,Nonmetro,,647,1,,,,1,,,,0.2,0.309119011
31173,31173,,Nonmetro,,6940,,2,,1,1,,2,7,2.2,0.317002882
31175,31175,,Nonmetro,,4260,2,2,0,3,2,3,1,1,2,0.469483568
31177,31177,36540,Metro,"Omaha-Council Bluffs, NE-IA (Metro)",20234,21,21,28,20,32,25,36,34,29.4,1.452999901
31179,31179,,Nonmetro,,9595,5,3,4,7,2,8,2,1,4,0.416883794
31181,31181,,Nonmetro,,3812,,3,1,3,3,4,3,,2.6,0.682056663
31183,31183,,Nonmetro,,818,,,,1,,,1,,0.4,0.488997555
31185,31185,,Nonmetro,,13665,10,9,14,11,7,12,13,14,11.4,0.834248079
32001,32001,21980,Micro,"Fallon, NV (Micro)",24877,81,107,133,141,140,147,125,134,137.4,5.523174016
32003,32003,29820,Metro,"Las Vegas-Henderson-Paradise, NV (Metro)",1951269,4315,4672,5134,5064,5359,5895,6075,4919,5462.4,2.799409
32005,32005,23820,Micro,"Gardnerville Ranchos, NV (Micro)",46997,85,102,115,99,100,121,70,72,92.4,1.966082941
32007,32007,21220,Micro,"Elko, NV (Micro)",48818,59,80,87,83,82,103,92,107,93.4,1.913228727
32009,32009,,Nonmetro,,783,,,2,,2,,,,0.4,0.510855683
32011,32011,21220,Micro,"Elko, NV (Micro)",1987,2,,0,2,2,3,,4,2.2,1.107196779
32013,32013,49080,Micro,"Winnemucca, NV (Micro)",16528,20,15,24,31,33,24,32,34,30.8,1.863504356
32015,32015,,Nonmetro,,5775,3,7,9,5,10,8,14,14,10.2,1.766233766
32017,32017,,Nonmetro,,5345,2,2,3,4,1,4,3,7,3.8,0.710944808
32019,32019,22280,Micro,"Fernley, NV (Micro)",51980,191,213,236,277,241,281,301,250,270,5.194305502
32021,32021,,Nonmetro,,4772,4,5,11,9,13,3,12,11,9.6,2.011735122
32023,32023,37220,Micro,"Pahrump, NV (Micro)",43946,119,142,181,217,266,212,248,233,235.2,5.352022937
32027,32027,,Nonmetro,,6753,3,2,4,6,5,2,4,6,4.6,0.681178735
32029,32029,39900,Metro,"Reno, NV (Metro)",4010,15,16,15,18,18,24,11,12,16.6,4.139650873
32031,32031,39900,Metro,"Reno, NV (Metro)",421407,698,807,850,714,651,809,664,609,689.4,1.635948145
32033,32033,,Nonmetro,,10030,5,9,10,13,12,13,8,6,10.4,1.036889332
32510,32510,16180,Metro,"Carson City, NV (Metro)",55274,79,75,117,95,83,107,93,73,90.2,1.631870319
33001,33001,29060,Micro,"Laconia, NH (Micro)",60088,32,64,76,66,64,77,71,66,68.8,1.144987352
33003,33003,,Nonmetro,,47818,30,49,46,52,44,44,46,37,44.6,0.932703166
33005,33005,28300,Micro,"Keene, NH (Micro)",77117,67,71,51,85,80,93,73,75,81.2,1.052945524
33007,33007,13620,Micro,"Berlin, NH-VT (Micro)",33055,29,27,43,46,38,38,39,46,41.4,1.252458025
33009,33009,17200,Micro,"Claremont-Lebanon, NH-VT (Micro)",89118,42,62,63,60,64,71,58,42,59,0.662043583
33011,33011,31700,Metro,"Manchester-Nashua, NH (Metro)",400721,380,446,507,519,472,452,410,340,438.6,1.094527115
33013,33013,18180,Micro,"Concord, NH (Micro)",146445,156,168,174,195,188,194,166,142,177,1.208644884
33015,33015,14460,Metro,"Boston-Cambridge-Newton, MA-NH (Metro)",295223,292,328,327,335,314,332,279,239,299.8,1.015503535
33017,33017,14460,Metro,"Boston-Cambridge-Newton, MA-NH (Metro)",123143,147,198,210,196,177,194,157,151,175,1.42111204
33019,33019,17200,Micro,"Claremont-Lebanon, NH-VT (Micro)",43742,29,45,59,51,57,42,44,39,46.6,1.065337662
34001,34001,12100,Metro,"Atlantic City-Hammonton, NJ (Metro)",274549,116,149,174,191,202,219,253,248,222.6,0.810784232
34003,34003,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",905116,152,156,176,177,135,162,185,155,162.8,0.179866448
34005,34005,37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-M",448734,505,483,574,597,575,649,672,613,621.2,1.384339052
34007,34007,37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-M",513657,213,294,276,318,333,391,408,368,363.6,0.707865365
34009,34009,36140,Metro,"Ocean City, NJ (Metro)",97265,51,56,69,81,63,78,86,59,73.4,0.754639387
34011,34011,47220,Metro,"Vineland-Bridgeton, NJ (Metro)",156898,49,45,62,76,71,81,95,92,83,0.529006106
34013,34013,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",783969,89,100,125,126,122,162,158,129,139.4,0.177813153
34015,34015,37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-M",288288,185,185,219,223,261,302,283,261,266,0.922688423
34017,34017,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",634266,52,58,53,56,44,55,76,77,61.6,0.097120136
34019,34019,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",128349,43,47,46,50,46,58,55,52,52.2,0.406703597
34021,34021,45940,Metro,"Trenton, NJ (Metro)",366513,65,88,117,115,106,104,120,110,111,0.302854196
34023,34023,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",809858,133,194,173,213,191,221,203,197,205,0.253130796
34025,34025,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",630380,178,190,217,214,198,230,236,192,214,0.339477775
34027,34027,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",492276,116,137,157,148,130,180,191,133,156.4,0.317707952
34029,34029,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",576567,292,419,455,445,435,511,482,341,442.8,0.767994006
34031,34031,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",501226,85,103,107,114,108,114,118,86,108,0.215471663
34033,34033,37980,Metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-M",66083,23,32,46,42,56,53,72,68,58.2,0.880710621
34035,34035,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",323444,64,69,81,82,70,96,75,73,79.2,0.244864644
34037,34037,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",149265,72,89,103,105,101,134,144,112,119.2,0.798579707
34039,34039,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",536499,111,147,161,153,156,178,157,138,156.4,0.291519649
34041,34041,10900,Metro,"Allentown-Bethlehem-Easton, PA-NJ (Metro)",108692,57,61,76,68,59,86,82,63,71.6,0.658742134
35001,35001,10740,Metro,"Albuquerque, NM (Metro)",662564,937,998,1087,1083,1064,1103,1137,976,1072.6,1.61886248
35003,35003,,Nonmetro,,3725,0,2,8,3,3,3,12,9,6,1.610738255
35005,35005,40740,Micro,"Roswell, NM (Micro)",65645,66,57,62,55,74,71,75,78,70.6,1.075481758
35006,35006,24380,Micro,"Grants, NM (Micro)",27213,5,5,2,7,9,11,7,17,10.2,0.374820858
35007,35007,,Nonmetro,,13750,11,15,8,17,13,14,19,11,14.8,1.076363636
35009,35009,17580,Micro,"Clovis, NM (Micro)",48376,223,234,234,199,242,260,489,502,338.4,6.995204234
35011,35011,,Nonmetro,,2022,0,0,1,1,1,1,1,1,1,0.494559842
35013,35013,29740,Metro,"Las Cruces, NM (Metro)",209233,262,293,311,381,341,375,494,491,416.4,1.990125841
35015,35015,16100,Micro,"Carlsbad-Artesia, NM (Micro)",53829,58,58,62,53,79,63,70,79,68.8,1.278121459
35017,35017,43500,Micro,"Silver City, NM (Micro)",29514,24,29,28,31,30,28,30,25,28.8,0.975808091
35019,35019,,Nonmetro,,4687,3,1,1,0,3,2,6,3,2.8,0.597397056
35021,35021,,Nonmetro,,695,,0,,,,,,,0,0
35023,35023,,Nonmetro,,4894,1,3,4,1,5,,1,2,1.8,0.367797303
35025,35025,26020,Micro,"Hobbs, NM (Micro)",64727,54,49,43,37,48,62,38,51,47.2,0.729216556
35027,35027,,Nonmetro,,20497,29,30,32,29,17,32,47,40,33,1.609991706
35028,35028,31060,Micro,"Los Alamos, NM (Micro)",17950,21,35,40,60,35,26,34,35,38,2.116991643
35029,35029,19700,Micro,"Deming, NM (Micro)",25095,15,19,25,14,27,19,27,29,23.2,0.92448695
35031,35031,23700,Micro,"Gallup, NM (Micro)",71492,17,22,25,25,25,22,30,16,23.6,0.330106865
35033,35033,,Nonmetro,,4881,0,2,1,2,2,4,1,4,2.6,0.53267773
35035,35035,10460,Micro,"Alamogordo, NM (Micro)",63797,219,237,241,316,334,414,554,486,420.8,6.595921438
35037,35037,,Nonmetro,,9041,6,5,7,5,2,6,7,5,5,0.553036169
35039,35039,21580,Micro,"Española, NM (Micro)",40246,12,11,16,19,12,20,22,15,17.6,0.43731054
35041,35041,38780,Micro,"Portales, NM (Micro)",19846,51,40,33,36,52,37,69,84,55.6,2.801572105
35043,35043,10740,Metro,"Albuquerque, NM (Metro)",131561,371,442,432,454,427,500,553,488,484.4,3.681942217
35045,35045,22140,Metro,"Farmington, NM (Metro)",130044,91,86,116,133,96,122,162,157,134,1.030420473
35047,35047,29780,Micro,"Las Vegas, NM (Micro)",29393,8,16,10,16,18,21,12,19,17.2,0.585173341
35049,35049,42140,Metro,"Santa Fe, NM (Metro)",144170,86,112,135,133,144,128,141,146,138.4,0.959977804
35051,35051,,Nonmetro,,11988,9,11,17,20,19,22,17,13,18.2,1.518184852
35053,35053,,Nonmetro,,17866,3,6,3,5,7,1,10,13,7.2,0.403000112
35055,35055,45340,Micro,"Taos, NM (Micro)",32937,7,20,10,17,11,12,18,20,15.6,0.473631478
35057,35057,10740,Metro,"Albuquerque, NM (Metro)",16383,11,12,15,20,22,15,14,28,19.8,1.208569859
35059,35059,,Nonmetro,,4549,2,1,4,1,2,4,3,4,2.8,0.615519894
35061,35061,10740,Metro,"Albuquerque, NM (Metro)",76569,96,112,94,121,152,165,172,198,161.6,2.110514699
36001,36001,10580,Metro,"Albany-Schenectady-Troy, NY (Metro)",304204,124,144,124,142,120,115,114,110,120.2,0.395129584
36003,36003,,Nonmetro,,48946,13,14,19,16,27,22,21,28,22.8,0.465819475
36005,36005,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",1385108,38,44,39,32,23,37,42,51,37,0.026712718
36007,36007,13780,Metro,"Binghamton, NY (Metro)",200600,80,86,90,87,88,78,106,88,89.4,0.445663011
36009,36009,36460,Micro,"Olean, NY (Micro)",80317,21,33,43,41,38,32,42,47,40,0.49802657
36011,36011,12180,Micro,"Auburn, NY (Micro)",80026,41,43,57,32,50,42,47,33,40.8,0.509834304
36013,36013,27460,Micro,"Jamestown-Dunkirk-Fredonia, NY (Micro)",134905,52,50,53,59,59,78,75,68,67.8,0.502575887
36015,36015,21300,Metro,"Elmira, NY (Metro)",88830,66,40,49,63,65,48,53,77,61.2,0.688956434
36017,36017,,Nonmetro,,50477,21,24,18,17,25,28,33,34,27.4,0.542821483
36019,36019,38460,Micro,"Plattsburgh, NY (Micro)",82128,54,61,67,56,57,55,71,48,57.4,0.69890902
36021,36021,26460,Micro,"Hudson, NY (Micro)",63096,25,18,22,18,26,17,13,24,19.6,0.310637758
36023,36023,18660,Micro,"Cortland, NY (Micro)",49336,17,25,27,21,24,17,21,25,21.6,0.437814172
36025,36025,,Nonmetro,,47980,10,11,21,16,14,17,10,10,13.4,0.279283035
36027,36027,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",297488,116,121,128,121,100,106,120,98,109,0.366401334
36029,36029,15380,Metro,"Buffalo-Cheektowaga-Niagara Falls, NY (Met",919040,455,449,501,522,526,443,466,428,477,0.519019847
36031,36031,,Nonmetro,,39370,22,16,24,20,14,17,22,16,17.8,0.452120904
36033,36033,31660,Micro,"Malone, NY (Micro)",51599,18,14,26,25,15,20,18,27,21,0.406984631
36035,36035,24100,Micro,"Gloversville, NY (Micro)",55531,32,27,39,30,38,30,33,38,33.8,0.608669032
36037,36037,12860,Micro,"Batavia, NY (Micro)",60079,30,35,38,34,22,41,31,31,31.8,0.529303084
36039,36039,,Nonmetro,,49221,26,30,21,18,31,30,22,16,23.4,0.475406839
36041,36041,,Nonmetro,,4836,2,3,3,2,6,5,5,3,4.2,0.868486352
36043,36043,46540,Metro,"Utica-Rome, NY (Metro)",64519,20,30,32,29,28,23,22,35,27.4,0.424681102
36045,36045,48060,Metro,"Watertown-Fort Drum, NY (Metro)",116229,310,235,319,320,295,365,560,541,416.2,3.580861919
36047,36047,35620,Metro,"New York-Newark-Jersey City, NY-NJ-PA (Met",2504700,47,28,29,33,19,29,35,43,31.8,0.012696131
